label,text
1109,Aspirin for Exercise in Multiple Sclerosis (ASPIRE): A Double-Blind RCT of Aspirin or Acetaminophen Pretreatment to Improve Exercise Performance in Multiple Sclerosis (MS)
1117,Is Long-term Maintenance Worth the Wait? Using Real Time Data Capture to Examine Delayed Discounting as a Putative Target of Physical Activity Adherence in Weight Loss Maintenance Interventions
2,A Phase I Trial Combining Papaverine and Stereotactic Body Radiation Therapy for Non-Small Cell Lung Cancer
1117,Patient-centered and Efficacious Advance Care Planning in Cancer: the PEACe Comparative Effectiveness Trial
11,"The Trifecta Study: Optimizinging Antitumor Immunity Using Tavokinogene Telseplasmid With Electroporation, Pembrolizumab, and Epacadostat in Squamous Cell Carcinoma of the Head and Neck"
11,A Pilot Study of Digital Breast Tomosynthesis Guided Near-infrared Tomographic Optical Breast Imaging (DBT-TOBI) in Monitoring Response of Breast Cancer to Neoadjuvant Therapy
1117,Music & MEmory: A Pragmatic TRial for Nursing Home Residents With ALzheimer's Disease
11,A Phase 2 Course Determining Study for Men With Hormone-Naïve Metastatic Prostate Cancer (HNMPCa)
1117,Optimizing Viral Load Suppression in Kenyan Children on Antiretroviral Therapy
11,Role of Microbiome In the Realm of Immune-Checkpoint Inhibitor Induced GI Complications In Cancer Population
1117,"An Open-Label, Phase II Pharmacokinetic Study to Evaluate Double-Dose Levonorgestrel Emergency Contraception in Combination With Efavirenz-Based Antiretroviral Therapy or Rifampicin-Containing Anti-Tuberculosis Therapy"
11,A Phase III Trial of Acetylsalicylic Acid and Atorvastatin in Patients With Castrate-resistant Prostate Cancer
11,"Impact of Inflammation on Reward Circuits, Motivational Deficits and Negative Symptoms in Schizophrenia"
11,Pharmacogenomics and Pharmacometabolomics of Acamprosate Treatment Outcome
11,Drug Disposition and Nephrotoxicity
11,Stopping Tyrosine Kinase Inhibitors (TKI) to Assess Treatment-Free Remission (TFR) in Pediatric Chronic Myeloid Leukemia - Chronic Phase (CML-CP)
1117,Fostering Medication Adherence in Children With Epilepsy Using mHealth Technology
1117,"An Exploration of a Prime-Boost Approach for Universal Influenza Vaccination: Immunogenicity and Safety Study of Inactivated Subunit H5N1 Influenza Vaccine in Prior Recipients of Live Attenuated H2N2, H6N1 and H9N2 Influenza Vaccines and in H5N1 and Live Attenuated Vaccine Naïve Individuals"
1117,5-Cog Battery to Improve Detection of Cognitive Impairment and Dementia
11,Adalimumab in Juvenile Idiopathic Arthritis-associated Uveitis Stopping Trial
11,"A Phase I Study of Anetumab Ravtansine in Combination With Either Anti-PD-1 Antibody, or Anti-CTLA4 and Anti-PD-1 Antibodies or Anti-PD-1 Antibody and Gemcitabine in Mesothelin-Positive Advanced Pancreatic Adenocarcinoma"
11,A Phase Ib Study of Nivolumab in Patients With Autoimmune Disorders and Advanced Malignancies (AIM-NIVO)
11,Immune Checkpoint Blockade for Kidney Transplant Recipients With Selected Unresectable or Metastatic Cancers
1109,Scalar Closed-Loop STN/GPi DBS Based on Evoked and Spontaneous Potentials (Permanently Implanted Medtronic RC+S Studies)
1117,"VRC 321: A Phase I Open-Label Clinical Trial to Evaluate Dose, Safety, Tolerability, and Immunogenicity of an Influenza HI Stabilized Stem Ferritin Vaccine, VRCFLUNPF099-00 VP, in Healthy Adults"
11,Retraining the Walking Pattern After Stroke
1102,"A Feasibility Trial of MLN4924 (Pevonedistat,TAK924) Given in Combination With Azacitidine, Fludarabine, and Cytarabine, in Children, Adolescents, and Young Adults With Relapsed or Refractory Acute Myeloid Leukemia or Relapsed Myelodysplastic Syndrome"
1102,Sleep for Stroke Management and Recovery Trial
1117,Comparative Effectiveness of Adding Family Supporter Training to a CHW-Led Intervention to Improve Behavioral Management of Multiple Risk Factors for Diabetes Complications
11,Pilot Study of Nivolumab in Combination With Therasphere (Yttrium-90) for Treatment of Hepatocellular Carcinoma (HCC) With Intent for Resection
1102,Screening for Cardiac Amyloidosis Using Nuclear Cardiology for Minority Populations
1117,Clinical Feasibility Study of Preoperative Surgical Planning for Craniosynostosis Procedures
1117,An Integrated Brief Alcohol and PTSD Intervention for Veterans in Primary Care
11,"Comparative Effectiveness of Biofeedback, Sacral Nerve Stimulation, and Injectable Bulking Agents for Treatment of Fecal Incontinence: The Fecal Incontinence Treatment (FIT) Study"
11,"A Phase II/III Randomized Study of Maintenance Nivolumab Versus Observation in Patients With Locally Advanced, Intermediate Risk HPV Positive OPCA"
11,Limited Stage Small Cell Lung Cancer (LS-SCLC): A Phase II/III Randomized Study of Chemoradiation Versus Chemoradiation Plus Atezolizumab
1110,Connect-Home: Testing the Efficacy of Transitional Care of Patients and Caregivers During Transitions From Skilled Nursing Facilities to Home
11,A Pilot Pharmacokinetic (PK) Trial of the O'Neil Long Acting Naltrexone Implant
17,Efficacy of Nurse-Delivered Brief Behavioral Treatment to Self-Manage Insomnia in Cancer Survivors
1117,Malaria Diagnostic Testing and Conditional Subsidies to Target ACTs in the Retail Sector: the TESTsmART Trial AIM 1
11,2-A-Day Study: Twice a Day Meals Study.
11,A Phase I Study of Birinapant and Intensity Modulated Re-Irradiation Therapy (IMRRT) for Local-Regionally Recurrent Head and Neck Squamous Cell Carcinoma (HNSCC)
1117,TRANSFORM: Translational Research That Adapts New Science FOR Maltreatment Prevention
1117,"Implementing a Virtual Tobacco Treatment in Community Oncology Practices: ""Smoke Free Support Study 2.0"""
11,Phase I/II Study of the Combination of Low-Intensity Chemotherapy and Venetoclax (ABT-199) in Patients With Relapsed/Refractory Acute Lymphoblastic Leukemia (ALL)
2,Synergistic Effects of Anxiety and Alcohol Use Among Latinos and Its Sociocultural Mechanisms
1102,"Phase I Trial With ""Off-The-Shelf"" Third-Party BPX-501 Donor Lymphocyte Immunotherapy to Treat Persistence or Relapse of Hematologic Malignancies After Allogeneic Stem Cell Transplantation"
1117,Field Test of the Partners in Care Program
11,A Phase I Study of Moxetumomab Pasudotox-tdfk (Lumoxiti (TM)) and Rituximab (Rituxan (R)) for Relapsed Hairy Cell Leukemia
1117,Natural History Study of Men at High Genetic Risk for Prostate Cancer
11,Immunogenic Priming With PSMA-Targeted Radioligand Therapy in Advanced Prostate Cancer: A Phase 1b Study of 177Lu-PSMA-617 in Combination With Pembrolizumab
1117,The Impact of Insomnia Treatment on Heavy Alcohol Use Among Returning Veterans
11,Biomarker Testing in Common Solid Cancers: An Assessment of Current Practices in Precision Oncology in the Community Setting
1117,A Study of the Feasibility and Acceptability of a Psycho-Educational Cognition Intervention in Adolescents and Young Adults (AYAs) With Cancer
11,Birinapant and Intensity Modulated Re-Irradiation Therapy (IMRRT) for Locoregionally Recurrent Head and Neck Squamous Cell Carcinoma (HNSCC)
11,A Phase 2 Study of Copanlisib (BAY 80-6946) in Combination With Fulvestrant in Women With Metastatic Breast Cancer Progressing After Aromatase Inhibitor Plus CDK 4/6 Inhibitor
8,mLab App for Improving Uptake of Rapid HIV Self-testing and Linking Youth to Care
11,"IGHID 11802 - Combination Therapy With the Novel Clearance Modality (VRC07-523LS) and the Latency Reversal Agent (Vorinostat) to Reduce the Frequency of Latent, Resting CD4+ T Cell Infection (The VOR-07 Study)"
1117,Pharmacokinetics of Benzo[a]Pyrene: Impact of Diet
1117,"The Effects of Cigarette Package Color on Smoking Behavior, Exposure and Risk Perception When Using Low Nicotine Content Cigarettes"
11,"Perioperative MVT-5873, a Fully Human Monoclonal Antibody Against a CA 19-9 Epitope, for Operable CA 19-9 Producing Pancreatic Cancers, Cholangiocarcinomas, and Metastatic Colorectal Cancers"
11,Phase I Trial of Accelerated or Conventionally Fractionated Radiotherapy Combined With MEDI4736 (Durvalumab) in PD-L1 High Locally Advanced Non-Small Cell Lung Cancer (NSCLC) (ARCHON-1)
11,Phase III Randomized Trial of Proton Beam Therapy (PBT) Versus Intensity Modulated Photon Radiotherapy (IMRT) for the Treatment of Esophageal Cancer
11,A Randomized Controlled Trial Testing Expressive Helping for Stem Cell Transplant Patients
1108,Pharmacokinetics of Anti-tuberculosis and Antiretroviral Drugs in Children
1108,Pharmacokinetics of Anti-tuberculosis and Antiretroviral Drugs in Children
11,Pharmacokinetics of Anti-tuberculosis and Antiretroviral Drugs in Children
11,"Phase 2 Study (With Safety Lead in) of the Safety, Tolerability and Efficacy of Anti-CTLA4 (Ipilimumab) and Anti-PD-1 (Nivolumab) in Combination With Radiation Therapy to 50-66 Gy in Low-Intermediate Volume, Local-Regionally Advanced HPV-Positive Oropharyngeal Squamous Cell Carcinoma (OPSCC)"
1117,Improving the Implementation and Sustainment of Evidenced Based Practices in Mental Health: Developing and Piloting the Collaborative Organizational Approach to Selecting and Tailoring Implementation Strategies
1111,Examination of the Feasibility and Preliminary Efficacy of Two Approaches for Improving Long-term Weight Loss
11,"Randomized, Multi-Institutional Pilot Study of Nivolumab and Radiation Therapy Versus Nivolumab and Ipilimumab as Adjuvant Therapy for Merkel Cell Carcinoma"
11,Phase I Clinical Trial for Evaluation of Nivolumab and Pomalidomide Combination for Relapsed/Refractory Primary Central Nervous System Lymphoma and Primary Vitreoretinal Lymphoma
1117,Well-Child Care Clinical Practice Redesign: A Parent Coach-Led Model of Care for Young Children
1117,Observational Study of Expected Acute Respiratory Failure (ARF) Recovery
11,Developing Strategies for Effective Debridement in Patients for Venous Leg Ulcers
11,tGLI1 as a Therapeutic Target in Brain Metastases: A Window of Opportunity Study
1117,Integrating Parenting Interventions Into Pediatric Obesity Care
2,Bright Light Treatment at Home to Improve Symptom Management of Fibromyalgia Syndrome
11,"A Phase 2 Randomized Study of Irinotecan/Temozolomide/Dinutuximab With or Without Eflornithine (DFMO) in Children With Relapsed, Refractory or Progressive Neuroblastoma"
1117,"Feasibility of Strength Training and Impact on Pain, and Quality of Life in Patients With Multiple Myeloma"
11,"EA5163/S1709 INSIGNA : A Randomized, Phase III Study of Firstline Immunotherapy Alone or in Combination With Chemotherapy in Induction/Maintenance or Postprogression in Advanced Nonsquamous Non-Small Cell Lung Cancer (NSCLC) With Immunobiomarker SIGNature-Driven Analysis"
11,PD-Inhibitor (Nivolumab) and Ipilimumab Followed by Nivolumab vs. VEGF TKI Cabozantinib With Nivolumab: A Phase III Trial in Metastatic Untreated Renal Cell Cancer [PDIGREE]
1117,Reducing High-Risk Geriatric Polypharmacy Via EHR Nudges: Pilot Phase
2,Evaluating the Impact of an Emotion Regulation Intervention on Emotion Perception
1117,Neurofeedback in Alzheimer's Disease
1117,Enhancing A Home-Based Walking Intervention Among Breast Cancer Survivors With rTMS: Feasibility and Limited Efficacy Testing
1102,A Phase 2 Study of Response-Adapted Therapy With Copanlisib and Rituximab in Untreated Follicular Lymphoma
11,Medical Management of Sleep Disturbance During Opioid Tapering
1109,Optimizing and Exploring TMS-EEG Techniques
1117,Characterizing Fatigue Experienced by Registered Nurses
11,Exploratory Study of Nicotinamide Riboside on Mitochondrial Function in Li-Fraumeni Syndrome
1117,"A Hybrid Type 1 Trial Evaluating the Feasibility, Acceptability, Preliminary Effectiveness of Brief Cognitive-behavioral Therapy for Health Anxiety Delivered by Medical Assistants in Primary Care"
11,"Safety and Immunotherapeutic Activity of an Anti-PD-1 Antibody (Cemiplimab) in Participants With HIV-1 on Suppressive cART: A Phase I/II, Double-blind, Placebo-controlled, Ascending Multiple Dose Study"
1102,A Randomized Trial of Chlorhexidine Mouthwash and Oral Nitrate in Adults With Pulmonary Hypertension
11,"Stress, Sex, and the Generalization of Fear"
11,"A Pilot Induction Regimen Incorporating Chimeric 14.18 Antibody (ch14.18, Dinutuximab) (NSC# 764038) and Sargramostim (GM-CSF) for the Treatment of Newly Diagnosed High-Risk Neuroblastoma"
1117,Comparative Effectiveness of Health System-based Versus Community-Based Dementia Care / A Pragmatic Clinical Trial of the Effectiveness and Cost-Effectiveness of Dementia Care
1117,Does Exposure to Electronic Nicotine Delivery Systems Advertising Affect Positive Smoking Expectancies and Social Normative Beliefs About Smoking?
11,"Phase II Study of Nivolumab (Anti-PD1), Tadalafil and Oral Vancomycin in Patients With Refractory Primary Hepatocellular Carcinoma or Liver Dominant Metastatic Cancer From Colorectal or Pancreatic Cancers"
1117,"Mindfulness-Based Resilience Training for Aggression, Health, and Stress Among Law Enforcement Officers"
1117,Targeting Relationship Domains in Community-Based Treatment of Binge-Eating Disorder
11,A Phase I Study of SOR-C13 in Patients With Advanced Solid Tumors
11,Pilot Study of Perioperative Chemotherapy Plus Immunotherapy Followed by Surgery in Localized Esophageal and Gastroesophageal Adenocarcinoma
1117,A Community-Based Approach to Overcoming Barriers to Cascade Screening for Long QT Syndrome
8,Designing and Evaluating an Asynchronous Remote Communication Approach to Behavioral Activation With Clinicians and Adolescents At Risk for Depression
11,Genetic-specific Effects of Fructose on Liver Lipogenesis
1117,Serosurvey for Prevalence and Incidence of Lassa Virus Infection in Southern Mali
11,"VRC 018: A Phase I Dose Escalation, Randomized, Open-Label Clinical Trial to Evaluate Dose, Safety, Tolerability and Immunogenicity of a HIV-1 Vaccine, VRC-HIVRGP096-00-VP, With Alum in Healthy Adults"
1117,Early Prediction of Spontaneous Patent Ductus Arteriosus (PDA) Closure and PDA-Associated Outcomes
1111,"Randomized, Controlled Trial of Resistant Starch in Stage I-Ill Colorectal Cancer Survivors Pilot Study: The Fiber for Health After Cancer Study"
1117,Stimulant vs. Non-stimulant Treatments and Reward Processing in Drug-naive Youth at SUD Risk
1117,Physical Activity Pathway for Patients With Osteoarthritis in Primary Care
